2026-06-17 22:04:36 | INFO     | document_loader      | DocumentLoader initialized — upload_dir: c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\uploads
2026-06-17 22:04:36 | INFO     | document_loader      | Supported formats: ['.pdf', '.docx']
2026-06-17 22:04:36 | INFO     | chunker              | Chunker initialized — chunk_size: 1000 | overlap: 300
2026-06-17 22:04:36 | INFO     | embedder             | Embedder initializing — endpoint: https://az-oai-collection.openai.azure.com/ | model: text-embedding-3-small
2026-06-17 22:04:37 | INFO     | embedder             | Embedder ✅ initialized | max_workers: 10
2026-06-17 22:04:37 | INFO     | vector_store         | VectorStore initializing — persist_dir: c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\chroma_db
2026-06-17 22:04:37 | INFO     | vector_store         | VectorStore ✅ Collection loaded — 94 existing vectors
2026-06-17 22:04:37 | INFO     | memory_manager       | [MEMORY_MGR] Initializing conversation memory manager
2026-06-17 22:04:37 | INFO     | memory_store         | [MEMORY_STORE] Initializing with Chroma DB at c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\chroma_db
2026-06-17 22:04:37 | INFO     | memory_store         | [MEMORY_STORE] ✅ Collections loaded — metadata: 52, summaries: 0
2026-06-17 22:04:37 | INFO     | memory_store         | [MEMORY_STORE] ✅ Retrieved 52 groups
2026-06-17 22:04:37 | INFO     | memory_manager       | [MEMORY_MGR] ✅ Loaded 52 groups from storage
2026-06-17 22:04:37 | INFO     | memory_manager       | [MEMORY_MGR] ✅ Manager initialized
2026-06-17 22:04:37 | INFO     | main                 | [STARTUP] Conversation memory manager initialized
2026-06-17 22:04:37 | INFO     | context_resolver     | [RESOLVER] ✅ LLM classifier initialized
2026-06-17 22:04:37 | INFO     | multi_group_processor | [MULTI_GROUP_PROCESSOR] ✅ Initialized with max_workers=5
2026-06-17 22:04:37 | INFO     | background_summarizer | [BG_SUMMARIZER] Initialized with 3 workers
2026-06-17 22:04:37 | INFO     | main                 | [STARTUP] Vector store ready — session started
2026-06-17 22:04:37 | INFO     | main                 | [STARTUP] Conversation memory manager initialized
2026-06-17 22:04:37 | INFO     | main                 | ==============================================
2026-06-17 22:04:37 | INFO     | main                 |   📄 RAG Pipeline — Enterprise
2026-06-17 22:04:37 | INFO     | main                 |   🌐  http://localhost:8000
2026-06-17 22:04:37 | INFO     | main                 |   🛑  Stop: Ctrl + C
2026-06-17 22:04:37 | INFO     | main                 | ==============================================
2026-06-17 22:04:46 | INFO     | vector_store         | [STORE] Collection cleared.
2026-06-17 22:04:46 | INFO     | main                 | [CLEAR] All vectors deleted from ChromaDB
2026-06-17 22:04:53 | INFO     | main                 | =======================================================
2026-06-17 22:04:53 | INFO     | main                 | [INGEST] ▶ New ingest request received
2026-06-17 22:04:53 | INFO     | main                 | [INGEST] Files: 1 | Chunk mode: 'recursive'
2026-06-17 22:04:53 | INFO     | main                 | [INGEST_BG] Starting background processing for 1 file(s)
2026-06-17 22:04:53 | INFO     | main                 | [CHUNKER] Selected: RecursiveCharacterTextSplitter (default)
2026-06-17 22:04:53 | INFO     | main                 | [INGEST_BG] Processing: electricity.pdf (2491057 bytes)
2026-06-17 22:04:53 | INFO     | main                 | [INGEST_BG] STEP 1 — Loading electricity.pdf
2026-06-17 22:04:53 | INFO     | document_loader      | [LOAD] Processing 1 file(s)
2026-06-17 22:04:53 | INFO     | document_loader      | [SAVE] electricity.pdf → c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\uploads\cf822bf90c72415cb8e055929b6b01f5.pdf (2491057 bytes)
2026-06-17 22:04:53 | INFO     | document_loader      | [LOAD] Using PDFLoader for electricity.pdf
2026-06-17 22:04:53 | INFO     | pdf_loader           | [LOAD PDF] electricity.pdf — using PyMuPDF (simple text extraction)
2026-06-17 22:04:53 | INFO     | pdf_loader           | [LOAD PDF] 25 pages found
2026-06-17 22:04:53 | INFO     | pdf_loader           | [LOAD PDF] ✅ electricity.pdf — 25 non-empty pages extracted
2026-06-17 22:04:53 | INFO     | main                 | [INGEST_BG] STEP 2 — Chunking electricity.pdf (mode: recursive)
2026-06-17 22:04:53 | INFO     | chunker              | [CHUNK] Processing 1 document(s)
2026-06-17 22:04:53 | INFO     | chunker              | [CHUNK] Starting — electricity.pdf | 25 pages
2026-06-17 22:04:53 | DEBUG    | chunker              | [CHUNK] Split complete — 94 raw chunks
2026-06-17 22:04:53 | INFO     | chunker              | [CHUNK] ✅ electricity.pdf — 25 pages → 94 chunks
2026-06-17 22:04:53 | INFO     | main                 | [INGEST_BG] STEP 2.5 — Created 94 chunks from electricity.pdf
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 1/94: 1 1. ELECTRIC CURRENT “The flow of charge in a definite direction constitutes the electric current a...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 2/94: . 2. Under the effect of an external electric field, the valence electrons move in a definite direct...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 3/94: . (c) Current carriers in gases : 1. Ordinarily, the gases are insulators of electricity. 2. They ca...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 4/94: . “Drift velocity is defined as the average velocity with which the free electrons get drifted towar...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 5/94: 2 6. Similarly, the velocities acquired by other electrons in the conductor will be 2 2 2 v u a ,  ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 6/94: . 8. Its value is the order of 10 –14 second. 9. Putting the value of a  in the above relation, we ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 7/94: .e. d v E  It’s unit is 2 m volt sec   If cross-section is constant, I  J i.e. for a given cross...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 8/94: .  Free electron density in a metal is given by A N x d n A  where NA = Avogrado number, x = numbe...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 9/94: . Consider a conductor (say a copper wire) of length l and of uniform area of cross-section  Volume...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 10/94: 3 6. Time taken by the free electrons to cross the conductors, t = l/vd Hence, current, d q A ne dI ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 11/94: . It is known as the electrical resistance of the conductor. Thus, V = RI this is Ohm’s law. (1) Ohm...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 12/94: 4 2. The SI unit of electrical resistance is ohm  or volt amp . 3. Dimensions of electric resistance...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 13/94: . From above ; R or R A A      .” 5.2  Resistivity () 1 Where  is constant of proportionality...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 14/94: .g. silver = minimum = 1.6  10–8 -m and fused quartz = maximum  1016 -m )    insulator allo...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 15/94: . 4. We have, the resistivity of the material of a conductor, 2 m ne    5.3 Conductivity Reciproc...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 16/94: 5 Volume remains constant i.e., A1l1 = A2l2 After stretching length = l2, area of cross-section = A2...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 17/94: . Insulators do not conduct charges. When a small potential difference is applied across the two end...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 18/94: . Examples of conductors are all metals like copper, silver, aluminium, tungsten etc. 3. Semiconduct...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 19/94: . 1. For metals like silver, copper, etc., the value of a is positive, therefore, resistance of a me...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 20/94: . It means, if I is the current for a certain value of V, then reversing the direction of V, keeping...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 21/94: 6 (c) The relation between V and I is not unique, i.e., there is more than one value of V for the sa...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 22/94: . B B ROY Green, Britain Very Good Wife Gold Silver. Way of finding the resistance of carbon resisto...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 23/94: . 8.  COMBINATION OF RESISTORS 8.1 Resistances in Series Resistors are said to be connected in serie...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 24/94: 7 4. If Rs is the equivalent resistance of the given series combination of resistances, figure, then...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 25/94: . 8.2  Resistances in Parallel Any number of resistors are said to be connected in parallel if poten...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 26/94: . Then, I = I2 + I2 + I3 3. Here, potential difference across each resistor is V, therefore V = I1R1...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 27/94: . (ii) the current through each resistor is inversely proportional to the resistance of that resisto...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 28/94: 8 9.  CELL The device which converts chemical energy into electrical energy is known as electric cel...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 29/94: . The internal resistance of a cell depends on the distance between electrodes (r  d), area of elec...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 30/94: . R R R r          Power delivered will be maximum when r R   so 2 max E P 4r  . This sta...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 31/94: 9 (i) Maximum current (called short circuit current) flows momentarily sc E i r  (ii) Potential dif...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 32/94: . 2. The difference of emf and terminal voltage is called lost voltage as it is not indicated by a v...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 33/94: . of the cell. 3. The term emf is used for 3. The potential difference is the source of electric mea...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 34/94: .R R nr       (vii) Condition for maximum power nr R  and 2 max E P n 4r      (viii) Thi...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 35/94: 10 (i) Equivalent emf Eeq = E (ii) Equivalent internal resistance n r Req /  (iii) Main current E i...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 36/94: ... r r r E 1 1 1 ... r r r      and eq 1 2 n 1 1 1 1 ... . r r r r    (3) Mixed Grouping : ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 37/94: . eq 1 1 1 n ... n terms r r r r      or req = r/n 10.  ELECTRIC CURRENT (1) The time rate of f...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 38/94: 11 opposite to the direction of flow of negative charge as shown below. (4) The net charge in a curr...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 39/94: . (4) The net charge in a current carrying conductor is zero. (5) For a given conductor current does...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 40/94: . In different situation current carriers are different. (i) Solids : In solid conductors like metal...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 41/94: .1  Kirchhoff’s first law or Kirchhoff’s junction law or Kirchhoff’s current law. 1. the algebraic s...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 42/94: 12 3. Let us adopt the following sign convention : the current flowing in a conductor towards the ju...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 43/94: . 11.2  Kirchhoff’s Second law or Kirchhoff’s loop law or Kirchhoff’s voltage law. The algebraic sum...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 44/94: . Kirchhoff’s second law follows from the fact that the electrostatic force is a conservative force ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 45/94: . This law can be used in 3. This law can be used in open and closed circuits. closed circuit only. ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 46/94: 13 Table : Merits and demerits of shunt Merits of shunt Demerits of shunt To protect the galvano- Sh...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 47/94: . (a) Equivalent resistance of the combination GS G S   (b) G and S are parallel to each other hen...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 48/94: .e., it draws no current from the circuit element for its operation. (iii) Conversion of galvanomete...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 49/94: 14 In that case P R Q S  Proof : Let I be the total current given out by the cell. On reaching the ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 50/94: . Putting Ig = 0 in (1) and (2) we have I1P – (I – I1) R = 0  or  I1P = (I – I1) R ...(3) and I1Q – ...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 51/94: . In the balanced condition P R = Q S , on mutually changing the position of cell and galvanometer t...
2026-06-17 22:04:53 | DEBUG    | main                 | [INGEST_BG]   Chunk 52/94: . A meter scale is also fitted on the wooden board parallel to the length of the wire. Copper strip ...
