2026-06-19 15:06:03 | INFO     | document_loader      | DocumentLoader initialized — upload_dir: c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\uploads
2026-06-19 15:06:03 | INFO     | document_loader      | Supported formats: ['.pdf', '.docx']
2026-06-19 15:06:03 | INFO     | chunker              | Chunker initialized — chunk_size: 1000 | overlap: 300
2026-06-19 15:06:03 | INFO     | embedder             | Embedder initializing — endpoint: https://az-oai-collection.openai.azure.com/ | model: text-embedding-3-small
2026-06-19 15:06:03 | INFO     | embedder             | Embedder ✅ initialized | max_workers: 10
2026-06-19 15:06:03 | INFO     | vector_store         | VectorStore initializing — persist_dir: c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\chroma_db
2026-06-19 15:06:03 | INFO     | vector_store         | VectorStore ✅ Collection loaded — 0 existing vectors
2026-06-19 15:06:03 | INFO     | memory_manager       | [MEMORY_MGR] Initializing conversation memory manager
2026-06-19 15:06:03 | INFO     | memory_store         | [MEMORY_STORE] Initializing with Chroma DB at c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\chroma_db
2026-06-19 15:06:03 | INFO     | memory_store         | [MEMORY_STORE] ✅ Collections loaded — metadata: 0, summaries: 0
2026-06-19 15:06:03 | INFO     | memory_store         | [MEMORY_STORE] ✅ Retrieved 0 groups
2026-06-19 15:06:03 | INFO     | memory_manager       | [MEMORY_MGR] ✅ Loaded 0 groups from storage
2026-06-19 15:06:03 | INFO     | memory_manager       | [MEMORY_MGR] ✅ Manager initialized
2026-06-19 15:06:03 | INFO     | main                 | [STARTUP] Conversation memory manager initialized
2026-06-19 15:06:03 | INFO     | context_resolver     | [RESOLVER] ✅ LLM classifier initialized
2026-06-19 15:06:03 | INFO     | multi_group_processor | [MULTI_GROUP] ✅ Initialized with max_workers=5
2026-06-19 15:06:03 | INFO     | background_summarizer | [BG_SUMMARIZER] Initialized with 3 workers
2026-06-19 15:06:03 | INFO     | main                 | [STARTUP] Vector store ready — session started
2026-06-19 15:06:03 | INFO     | main                 | [STARTUP] Conversation memory manager initialized
2026-06-19 15:06:03 | DEBUG    | asyncio              | Using proactor: IocpProactor
2026-06-19 15:06:19 | INFO     | main                 | [INGEST_BG] Starting background processing for 1 file(s)
2026-06-19 15:06:19 | INFO     | main                 | [CHUNKER] Selected: RecursiveCharacterTextSplitter (default)
2026-06-19 15:06:19 | INFO     | main                 | [INGEST_BG] Processing: electricity.pdf (2491059 bytes)
2026-06-19 15:06:19 | INFO     | main                 | [INGEST_BG] STEP 1 — Loading electricity.pdf
2026-06-19 15:06:19 | INFO     | document_loader      | [LOAD] Processing 1 file(s)
2026-06-19 15:06:19 | INFO     | document_loader      | [SAVE] electricity.pdf → c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\uploads\dab28510e25d47e7b1320213e8833a36.pdf (2491059 bytes)
2026-06-19 15:06:19 | INFO     | document_loader      | [LOAD] Using PDFLoader for electricity.pdf
2026-06-19 15:06:19 | INFO     | pdf_loader           | [LOAD PDF] electricity.pdf — using PyMuPDF (text + tables)
2026-06-19 15:06:19 | INFO     | pdf_loader           | [LOAD PDF] 25 pages found
2026-06-19 15:06:19 | INFO     | main                 | [INGEST_BG] Starting background processing for 1 file(s)
2026-06-19 15:06:19 | INFO     | main                 | [CHUNKER] Selected: RecursiveCharacterTextSplitter (default)
2026-06-19 15:06:19 | INFO     | main                 | [INGEST_BG] Processing: iso27001.pdf (487089 bytes)
2026-06-19 15:06:19 | INFO     | main                 | [INGEST_BG] STEP 1 — Loading iso27001.pdf
2026-06-19 15:06:19 | INFO     | document_loader      | [LOAD] Processing 1 file(s)
2026-06-19 15:06:19 | INFO     | document_loader      | [SAVE] iso27001.pdf → c:\Users\gangwarr\Desktop\PDFRAG-main\PDFRAG-main\backend\storage\uploads\4154f320a5034c9786f2f2666bc12356.pdf (487089 bytes)
2026-06-19 15:06:19 | INFO     | document_loader      | [LOAD] Using PDFLoader for iso27001.pdf
2026-06-19 15:06:19 | INFO     | pdf_loader           | [LOAD PDF] iso27001.pdf — using PyMuPDF (text + tables)
2026-06-19 15:06:19 | INFO     | pdf_loader           | [LOAD PDF] 26 pages found
2026-06-19 15:06:20 | INFO     | pdf_loader           | [LOAD PDF] Page 6: extracted 1 table(s)
2026-06-19 15:06:20 | INFO     | pdf_loader           | [LOAD PDF] Page 7: extracted 1 table(s)
